FAZENDA_COD;FAZENDA_NOME;LATITUDE;LONGITUDE;OPERADOR;VEICULO;DATA_INICIO;HORA_INICIO;DATA_FIM;HORA_FIM;MEDIA_TAXA_1;AREA_GEO_APLICADA_HA;FATOR_AJUSTE;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_FORA_TALHAO_HA;AREA_NAO_APLICADA_HA;AREA_REF_TOTAL_HA;TOTAL_APLICADO_GERAL_HA;IDX_ACERTO_PERCENT;IDX_SOBREPOSICAO_PERCENT;IDX_FALHA_PERCENT;IDX_EXCEDENTE_PERCENT;DATA_PROCESSAMENTO
200036;FAZENDA SAO JOAO;-21.661015;-50.586819;VALCIR;Trator Padrão;01/07/2026;16:32:00;02/07/2026;19:48:00;1006.0363196460665;222.11910320461504;1.0;192.49343081213715;24.295507357051687;5.330165035426242;3.1816481740963916;195.67507898623353;222.11910320461507;98.37401462128949;12.416250185216978;1.6259853787105063;2.723987675406146;07/07/2026 10:11
