FAZENDA_COD;FAZENDA_NOME;LATITUDE;LONGITUDE;OPERADOR;VEICULO;DATA_INICIO;HORA_INICIO;DATA_FIM;HORA_FIM;MEDIA_TAXA_1;AREA_GEO_APLICADA_HA;FATOR_AJUSTE;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_FORA_TALHAO_HA;AREA_NAO_APLICADA_HA;AREA_REF_TOTAL_HA;TOTAL_APLICADO_GERAL_HA;IDX_ACERTO_PERCENT;IDX_SOBREPOSICAO_PERCENT;IDX_FALHA_PERCENT;IDX_EXCEDENTE_PERCENT;DATA_PROCESSAMENTO
200507;FAZENDA SAO JORGE;-21.829123;-50.317967;ALEXANDRE;Trator Padrão;17/07/2026;07:40:00;17/07/2026;17:51:00;1493.4500748444023;91.8937551042697;1.0;77.46610286139519;12.272692051295524;2.1549601915789904;20.444967189190873;97.91107005058606;91.8937551042697;79.11884000590749;12.534529594002802;20.881159994092513;2.200936207178232;21/07/2026 08:04
