FAZENDA_COD;FAZENDA_NOME;LATITUDE;LONGITUDE;OPERADOR;VEICULO;DATA_INICIO;HORA_INICIO;DATA_FIM;HORA_FIM;MEDIA_TAXA_1;AREA_GEO_APLICADA_HA;FATOR_AJUSTE;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_FORA_TALHAO_HA;AREA_NAO_APLICADA_HA;AREA_REF_TOTAL_HA;TOTAL_APLICADO_GERAL_HA;IDX_ACERTO_PERCENT;IDX_SOBREPOSICAO_PERCENT;IDX_FALHA_PERCENT;IDX_EXCEDENTE_PERCENT;DATA_PROCESSAMENTO
202527;FAZENDA SANTA EDWYGES;-21.785429;-50.134429;VALCIR;Trator Padrão;01/07/2026;08:09:00;01/07/2026;13:10:00;1981.6724646367777;67.0356481178448;1.0;58.236351973403615;7.212297747254349;1.586998397186855;0.28832178232699407;58.52467375573061;67.03564811784483;99.50735003918109;12.323516363981673;0.4926499608188969;2.7116740604324336;07/07/2026 10:15
