FAZENDA_COD;FAZENDA_NOME;LATITUDE;LONGITUDE;OPERADOR;VEICULO;DATA_INICIO;HORA_INICIO;DATA_FIM;HORA_FIM;MEDIA_TAXA_1;AREA_GEO_APLICADA_HA;FATOR_AJUSTE;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_FORA_TALHAO_HA;AREA_NAO_APLICADA_HA;AREA_REF_TOTAL_HA;TOTAL_APLICADO_GERAL_HA;IDX_ACERTO_PERCENT;IDX_SOBREPOSICAO_PERCENT;IDX_FALHA_PERCENT;IDX_EXCEDENTE_PERCENT;DATA_PROCESSAMENTO
207715;FAZENDA SANTO ANTONIO;-21.642653;-50.464095;Não Identificado;Trator Padrão;03/07/2026;08:00:00;03/07/2026;09:41:12;1973.5379571248423;11.264464486825547;1.0;9.608432972535592;0.9975474012754622;0.658484113014492;1.5259646475778308;11.134397620113424;11.264464486825545;86.2950408307559;8.95915015171966;13.704959169244093;5.913962618193117;07/07/2026 09:41
