FAZENDA_COD;FAZENDA_NOME;LATITUDE;LONGITUDE;OPERADOR;VEICULO;DATA_INICIO;HORA_INICIO;DATA_FIM;HORA_FIM;MEDIA_TAXA_1;AREA_GEO_APLICADA_HA;FATOR_AJUSTE;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_FORA_TALHAO_HA;AREA_NAO_APLICADA_HA;AREA_REF_TOTAL_HA;TOTAL_APLICADO_GERAL_HA;IDX_ACERTO_PERCENT;IDX_SOBREPOSICAO_PERCENT;IDX_FALHA_PERCENT;IDX_EXCEDENTE_PERCENT;DATA_PROCESSAMENTO
203976;SITIO NOSSA SENHORA DE FATIMA;-21.557045;-50.391704;Não Identificado;Trator Padrão;03/07/2026;10:39:00;03/07/2026;10:45:16;2056.2324324324322;1.738439760632383;1.0;1.5823011828923348;0.044627139601386576;0.11151143813866142;11.522752357644196;13.105053540536531;1.738439760632383;12.073977248532128;0.3405338212724273;87.92602275146787;0.8509041019461264;07/07/2026 10:01
