FAZENDA_COD;FAZENDA_NOME;LATITUDE;LONGITUDE;PILOTO;AERONAVE;DATA_INICIO;HORA_INICIO;DATA_FIM;HORA_FIM;SPRAYED_LOG_HA;AREA_GEO_APLICADA_HA;FATOR_AJUSTE;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_FORA_TALHAO_HA;AREA_NAO_APLICADA_HA;AREA_REF_TOTAL_HA;TOTAL_APLICADO_GERAL_HA;IDX_ACERTO_PERCENT;IDX_SOBREPOSICAO_PERCENT;IDX_FALHA_PERCENT;IDX_EXCEDENTE_PERCENT;DATA_PROCESSAMENTO
307720;FAZENDA MAFE;-21.722732;-50.46202;valmir alves;PS-CBA;27-05-2026;09:48:26;27-05-2026;09:48:26;116.64500000000001;125.89789123265615;0.9265047957351642;113.05151988084643;9.450804156318387;3.395567195491348;56.81348402805702;169.86500390890345;125.89789123265616;66.5537440198539;5.563714678620171;33.44625598014609;1.9989798471451774;22/06/2026 10:22
