FAZENDA_COD;FAZENDA_NOME;LATITUDE;LONGITUDE;PILOTO;AERONAVE;DATA_INICIO;HORA_INICIO;DATA_FIM;HORA_FIM;SPRAYED_LOG_HA;AREA_GEO_APLICADA_HA;FATOR_AJUSTE;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_FORA_TALHAO_HA;AREA_NAO_APLICADA_HA;AREA_REF_TOTAL_HA;TOTAL_APLICADO_GERAL_HA;IDX_ACERTO_PERCENT;IDX_SOBREPOSICAO_PERCENT;IDX_FALHA_PERCENT;IDX_EXCEDENTE_PERCENT;DATA_PROCESSAMENTO
202813;ESTANCIA RECREIO;-21.975414;-50.052291;valmir alves;PS-CBA;02-03-2026;10:34:47;02-03-2026;10:34:47;124.867;123.90020046677384;1.0078030505970443;115.6412998285129;4.151452979474137;4.107447658786812;11.895168542369689;127.53646837088259;123.90020046677385;90.67312377838633;3.255110504864773;9.326876221613672;3.2206063969422014;02/07/2026 16:30
