FAZENDA_COD;FAZENDA_NOME;LATITUDE;LONGITUDE;PILOTO;AERONAVE;DATA_INICIO;HORA_INICIO;DATA_FIM;HORA_FIM;SPRAYED_LOG_HA;AREA_GEO_APLICADA_HA;FATOR_AJUSTE;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_FORA_TALHAO_HA;AREA_NAO_APLICADA_HA;AREA_REF_TOTAL_HA;TOTAL_APLICADO_GERAL_HA;IDX_ACERTO_PERCENT;IDX_SOBREPOSICAO_PERCENT;IDX_FALHA_PERCENT;IDX_EXCEDENTE_PERCENT;DATA_PROCESSAMENTO
303107;SITIO SANTA HELENA;-21.536409;-50.205202;valmir alves;PS-CBA;09-05-2026;10:26:03;09-05-2026;10:26:03;68.196;72.7320076124307;0.9376339556498718;65.79594389380459;6.440281557887735;0.4957821607383924;28.29975248693483;94.09569638073941;72.7320076124307;69.9244985951052;6.844395445917552;30.0755014048948;0.5268914305414235;22/06/2026 12:15
