FAZENDA_COD;FAZENDA_NOME;LATITUDE;LONGITUDE;PILOTO;AERONAVE;DATA_INICIO;HORA_INICIO;DATA_FIM;HORA_FIM;SPRAYED_LOG_HA;AREA_GEO_APLICADA_HA;FATOR_AJUSTE;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_FORA_TALHAO_HA;AREA_NAO_APLICADA_HA;AREA_REF_TOTAL_HA;TOTAL_APLICADO_GERAL_HA;IDX_ACERTO_PERCENT;IDX_SOBREPOSICAO_PERCENT;IDX_FALHA_PERCENT;IDX_EXCEDENTE_PERCENT;DATA_PROCESSAMENTO
202076;ESTANCIA BELA VISTA;-21.603035;-50.384998;valmir alves;PS-CBA;04-03-2026;12:58:37;04-03-2026;12:58:37;189.607;201.51190779006578;0.9409220630154111;183.4588751457693;14.081150093116603;3.9718825511798532;10.519485060395517;193.9783602061648;201.51190779006575;94.57698010787638;7.2591345128141205;5.423019892123616;2.04759053894385;02/07/2026 15:17
