ID;FAZENDA_COD;FAZENDA_NOME;DATA_INICIO;AREA_REF_TOTAL_HA;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_NAO_APLICADA_HA
789;FC001;FAZENDA_SEMPRE_VERDE;15-06-2026;56.30;49.92;7.16;2.15
