ID;FAZENDA_COD;FAZENDA_NOME;DATA_INICIO;AREA_REF_TOTAL_HA;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_NAO_APLICADA_HA
224;FC001;FAZENDA_SEMPRE_VERDE;01-07-2026;107.21;89.69;6.76;1.12
