ID;FAZENDA_COD;FAZENDA_NOME;DATA_INICIO;AREA_REF_TOTAL_HA;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_NAO_APLICADA_HA
700;FC001;FAZENDA_DO_SOL;01-07-2026;51.98;53.96;9.50;3.16
