ID;FAZENDA_COD;FAZENDA_NOME;DATA_INICIO;AREA_REF_TOTAL_HA;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_NAO_APLICADA_HA
189;FC001;FAZENDA_BOA_VISTA;01-07-2026;105.23;57.72;0.10;1.09
