FAZENDA_COD;FAZENDA_NOME;LATITUDE;LONGITUDE;PILOTO;AERONAVE;DATA_INICIO;HORA_INICIO;DATA_FIM;HORA_FIM;SPRAYED_LOG_HA;AREA_GEO_APLICADA_HA;FATOR_AJUSTE;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_FORA_TALHAO_HA;AREA_NAO_APLICADA_HA;AREA_REF_TOTAL_HA;TOTAL_APLICADO_GERAL_HA;IDX_ACERTO_PERCENT;IDX_SOBREPOSICAO_PERCENT;IDX_FALHA_PERCENT;IDX_EXCEDENTE_PERCENT;DATA_PROCESSAMENTO
207484;SITIO SÃO JORGE;-21.825083;-50.223867;valmir alves;PS-CBA;08-06-2026;09:43:08;08-06-2026;09:43:08;10.117;10.690292311010435;0.9463726253378523;10.032960587487745;0.657331723522689;0.0;7.673273264641283;17.706233852129028;10.690292311010435;56.663436568592275;3.7124310511896366;43.33656343140772;0.0;18/06/2026 08:28
