ID;FAZENDA_COD;FAZENDA_NOME;DATA_INICIO;AREA_REF_TOTAL_HA;AREA_APLICADA_INTERNA_HA;AREA_SOBREPOSTA_HA;AREA_NAO_APLICADA_HA
82;FC001;FAZENDA_DO_SOL;02-06-2026;162.29;77.40;0.67;4.05
